relation,topic,count,total,prop,count_global
Really Important Factor,0,1,1,1.0,1.0
Reappeared And Numerous On The Th,0,1,1,1.0,1.0
Reappeared And The Animal Rapidly Grew Worse,0,1,1,1.0,1.0
Reappeared On Infection With,0,1,1,1.0,1.0
Reappeared Sixteen Days After,0,2,2,1.0,2.0
Rearing Depo T At,112,1,1,1.0,1.0
Rearing For Milk And Mutton,24,1,1,1.0,1.0
Reason For The Very Bad Attendance At The Examination Is That All,8,1,1,1.0,1.0
Reasonable Grounds Exist For Believing It To Be A Case Of,19,1,1,1.0,1.0
Reasonably Suspected To Be,0,1,1,1.0,1.0
Reassumed The Lobulate Form After Periods Of From,82,1,1,1.0,1.0
Rebuilt,112,1,1,1.0,4.0
Recall,0,1,1,1.0,1.0
Receding By,153,4,4,1.0,4.0
Receipts From,0,1,1,1.0,1.0
Received,132,1,1,1.0,1.0
Received .c.c,0,1,1,1.0,1.0
Received A Considerable Number Of Specimens,0,1,1,1.0,1.0
Received A Gruel Supplement To Keep The Total Liquid Allowance Same In,0,1,1,1.0,1.0
Received A Ration Of,0,4,4,1.0,4.0
Received A Requisition For,0,1,1,1.0,1.0
Received A Severe Check,0,1,1,1.0,1.0
Received A Subcutaneous Injection In The Right Thigh,15,1,1,1.0,1.0
Received A Supplementary Feed Of,0,1,1,1.0,1.0
Received A Test By Insufflation,5,1,1,1.0,1.0
Received And Despatched Reports Of Conductors Of Search Parties,0,1,1,1.0,1.0
Received At The Nagpur Dispensary,0,1,1,1.0,1.0
Received By Each Man From Commissariat Department,10,1,1,1.0,1.0
Received By Owner,86,1,1,1.0,1.0
Received By The Collector And The District Medical And Sanitary Officer Under,0,1,1,1.0,1.0
Received C.c,0,1,1,1.0,1.0
Received Compensation On Account Of The Dearness Of Provisions,0,1,1,1.0,1.0
Received Constant Attention Of,0,1,1,1.0,1.0
Received Curative Treatment By A Course Of Vaccination,0,1,1,1.0,1.0
Received During The Year For Articles Sold,12,1,1,1.0,1.0
Received Exercise Before Collection,0,1,1,1.0,1.0
Received Extra Ration Money,0,1,1,1.0,1.0
Received From,0,266,414,0.642512,624.0
"Received From Akola On The Th September, And Again On The 6th",91,1,1,1.0,1.0
Received From Dr. Jungalwalla,0,1,1,1.0,1.0
Received From Pachmarhi,0,1,1,1.0,1.0
Received From Seoni District,1,1,1,1.0,1.0
Received From The Deputy Sanitary Commissioner,0,1,1,1.0,1.0
Received From The Imperial Bacteriologist And Inoculated,0,1,1,1.0,1.0
Received From The Madras Medical Stores Department In July For Issue With,11,1,1,1.0,1.0
Received From The Pooree Jail In July,0,1,1,1.0,1.0
Received From The Sanitary Commissioner,0,1,1,1.0,2.0
Received From To Ounces Of Rum During Hours,0,1,1,1.0,1.0
Received From Treasury,0,1,2,0.5,7.0
Received G. As S In Powder Form,46,1,1,1.0,1.0
"Received Habitual, Methodical Doses",0,1,1,1.0,1.0
Received Increasing Doses Of,0,1,1,1.0,1.0
Received Into,0,3,3,1.0,8.0
Received Into A Sterilised Glass Capsule,0,1,1,1.0,1.0
Received Its Patients,8,1,1,1.0,1.0
Received Ml. Cuso Solution,46,1,1,1.0,1.0
Received More Favourably,0,1,1,1.0,1.0
Received More Promptly,27,1,1,1.0,1.0
Received Notices To Prevent Immigrants From Entering Their Compounds,0,1,1,1.0,1.0
Received On Several Occasions,0,1,1,1.0,1.0
Received Orders Exempting Him From,0,1,1,1.0,1.0
Received Orders On Its Arrival At Poona To March On Belgaum,0,1,1,1.0,1.0
Received Remuneration For Sanitary Duties,26,1,1,1.0,1.0
Received Same Ration As,0,1,1,1.0,1.0
Received Samples From,49,1,1,1.0,1.0
Received Scholarship From,2,1,1,1.0,1.0
Received Special Attention,0,1,1,1.0,1.0
Received Special Attention From The Staff,0,1,1,1.0,1.0
Received Stipend From,2,2,2,1.0,2.0
Received Stipends From,2,2,2,1.0,2.0
Received The Information Of The Presence Of,0,1,1,1.0,1.0
Received The Services Of,0,1,1,1.0,1.0
Received The Starch Supplement,16,1,1,1.0,1.0
Received The Tube And Also Vaccinated,0,1,1,1.0,1.0
Received The Tube And Vaccinated,0,1,1,1.0,1.0
Received The Tube And Vaccinted,0,1,1,1.0,1.0
Received Thirty-three Drachms Of Quinine And Seventy-two Grains Of Arsenic,0,1,1,1.0,1.0
Received This Year Are Kept At,0,1,1,1.0,1.0
Received Training In Bacteriology,0,3,3,1.0,3.0
Received Training In The Methods Of Inoculation With,0,1,1,1.0,4.0
Received Treatment In The Victoria Hospital With,0,1,1,1.0,1.0
Received Two Large Doses,0,1,1,1.0,1.0
Received Washed Spores Only Remained Well,0,1,1,1.0,1.0
Received With Signs Of Approval By The People,0,1,1,1.0,1.0
Received With The Consent Of,0,1,1,1.0,1.0
Receives A List,0,1,1,1.0,1.0
"Receives A Number Of Muscular Bundles Which Pass In, In A Radiating",4,1,1,1.0,1.0
Receives Into The System,0,1,1,1.0,1.0
Receives Patients From,0,1,2,0.5,6.0
Receives Telegraphic Intimation From,0,1,1,1.0,1.0
Receiving Attention,20,1,1,1.0,1.0
"Receiving Too Much Treatment, And Too Little Care",43,1,1,1.0,1.0
Recent Contact With,0,1,1,1.0,1.0
"Recent Vaccinations Of Were Examined, And His Records Tested In The Usual",109,1,1,1.0,1.0
Reciprocal Association With,28,1,1,1.0,1.0
Reciprocal Influence,13,1,1,1.0,1.0
Reckoned On,0,1,1,1.0,1.0
Recognisable,7,1,1,1.0,1.0
Recognised By,4,2,2,1.0,3.0
Recognised Other Than,0,1,1,1.0,1.0
Recognises The Terms Kept And Examinations Passed By Students In The Bengal,0,1,1,1.0,1.0
Recognized,0,1,1,1.0,2.0
Recommenced Spontaneously,136,1,1,1.0,1.0
Recommend The Proposal To Evacuate,0,1,1,1.0,1.0
Recommended A High Caste Arab Pony Stallion From Bombay,0,1,1,1.0,1.0
Recommended As An Alternative To,12,1,1,1.0,1.0
Recommended As An Aphrodisiac By,0,1,1,1.0,1.0
Recommended By Wallis Hoare And May Be Tried In Doses Of,0,1,1,1.0,1.0
Recommended For Abandonment As,0,1,1,1.0,1.0
Recommended For Distribution From,0,1,1,1.0,1.0
Recommended For Immediate Intensive Treatment,0,1,1,1.0,1.0
Recommended For Purge,0,2,2,1.0,2.0
Recommended In The Elevated Reservior,0,1,1,1.0,1.0
Recommended Increase Of Staff,0,1,1,1.0,1.0
Recommended Instead Of In The Well,0,1,1,1.0,1.0
Recommended To Be Adopted In,0,1,1,1.0,1.0
Recommended To Be Carried Out In The Ele -vated Reservoir,0,1,1,1.0,1.0
Recommends Extension Of Act IV Of,26,1,1,1.0,1.0
Recommends The Use Of Phenothiazine,148,1,1,1.0,1.0
Reconstructed,0,1,1,1.0,1.0
Recorded As Due To,0,1,1,1.0,1.0
Recorded Between And,0,1,1,1.0,1.0
Recorded Clinical Observations On,0,1,1,1.0,1.0
Recorded Daily At One Hour Intervals From A.m. To P.m,0,2,2,1.0,2.0
Recorded From British East Africa,129,1,1,1.0,1.0
Recorded From British Honduras,129,1,1,1.0,1.0
Recorded From British Malaya,129,1,1,1.0,1.0
Recorded From Burmah,129,1,1,1.0,1.0
Recorded From Syria,129,1,1,1.0,1.0
Recorded In Rajputana Generally Was Excessive,13,1,1,1.0,1.0
Recorded In Table,0,1,1,1.0,3.0
Recorded In Table V (c,0,1,1,1.0,1.0
Recorded In The Room,24,1,1,1.0,1.0
Recorded Mainly From A Pasteurellosis And Parasitic Gastritis,64,1,1,1.0,1.0
Recorded On Special Cards And Dotted On Map,19,1,1,1.0,1.0
Recorded The Occurrence Of Cercaria Resembling That Of,0,1,1,1.0,1.0
Recorded The Presence Of Schistosome Ova With A Subterminal Spine In The,0,1,1,1.0,1.0
Recorded Throughout Observations,0,1,1,1.0,1.0
Recorded Under Category,1,1,1,1.0,1.0
Recorded Under Heading,0,1,1,1.0,1.0
Recorded Was Reported From,0,1,1,1.0,1.0
Recorded Was Very Small (,89,1,1,1.0,
Records Of Indian Dairy Cattle,0,1,1,1.0,1.0
Recourse To By,0,1,1,1.0,1.0
Recover Spontaneously From Charbon,0,1,1,1.0,1.0
Recover The Old Passport And Transmit The Same To The Officer By,42,1,1,1.0,1.0
Recovered,0,119,208,0.572115,412.0
Recovered And Was Discharged For Duty,0,1,1,1.0,1.0
Recovered From Estates Or Relatives,2,1,1,1.0,1.0
Recovered From The Lesion Have Been Classified As Belonging To,0,1,1,1.0,1.0
Recovered Satisfactorily,3,1,1,1.0,1.0
Recovered With The Hypodermic Injections,0,1,1,1.0,1.0
Recoveries Have Remained Pretty Much The Same In,1,1,1,1.0,1.0
Recovery In Cases Of Is Rare,1,1,1,1.0,1.0
Recreations And Amusements Were Done To Relieve The Monotony For,0,1,1,1.0,1.0
Recruited,0,1,1,1.0,1.0
Recruited During The Past Thirty Years,17,1,1,1.0,1.0
Recruited From The Upper Provinces And Oude,21,1,1,1.0,1.0
Recruited Largely From,0,1,1,1.0,1.0
Recruitment From,2,2,2,1.0,2.0
Rectified,0,2,2,1.0,2.0
Rectum,103,1,2,0.5,3.0
Recur In Severe Epidemics Every Fifth Or Sixth Year,0,1,1,1.0,1.0
Reduce Hookworm Infection,53,1,1,1.0,1.0
Reduced,0,98,145,0.675862,303.0
Reduced Appetite,0,1,1,1.0,1.0
Reduced At The Same Time To Few,158,1,1,1.0,1.0
Reduced Diet,0,2,2,1.0,2.0
Reduced Expenditure On Paddy Owing To A Large Balance In Hand From,0,1,1,1.0,1.0
Reduced From,0,2,3,0.666667,8.0
Reduced From I To,0,1,1,1.0,1.0
Reduced From Lbs. To Lbs,0,1,1,1.0,1.0
Reduced From Maunds To One Maund,0,1,1,1.0,1.0
Reduced From Rs. To Rs,0,1,1,1.0,1.0
Reduced His Donation From Rs. To Rs,0,1,1,1.0,1.0
Reduced His Subscription From Rs. To,0,1,1,1.0,1.0
Reduced In Diameter,0,1,1,1.0,1.0
Reduced In Number And Size,0,2,2,1.0,2.0
Reduced In Number Compared To Healthy Assamese People But Increased Relative To,0,1,1,1.0,1.0
Reduced In Numbers,158,1,1,1.0,1.0
Reduced In Size,6,2,5,0.4,5.0
Reduced Infestation By More Than Half But Did Not Completely Eradicate,0,1,1,1.0,1.0
Reduced Resistance Of,0,1,1,1.0,1.0
Reduced Spleen Rate From Per Cent. In July To Per Cent. In,0,1,1,1.0,1.0
Reduced Toxicity By Addition Of,0,1,1,1.0,1.0
Reduces,0,14,17,0.823529,29.0
Reduces Efficiency Of,0,1,1,1.0,1.0
Reduces Its Nutritive Value And Adversely Affects The Fat Content Of The,16,1,1,1.0,1.0
Reduces Still Further The Possibility Of The Untoward Effects,79,1,1,1.0,1.0
Reduces The Power Of Resistance To,1,1,1,1.0,1.0
Reduces The Toxicity Of,79,3,3,1.0,5.0
Reduces The Yield,0,1,1,1.0,1.0
Reduces Their Value,0,1,1,1.0,1.0
Reducing The Lethal Properties Of,15,1,1,1.0,1.0
Reducing The People To The Lowest State Of Vitality From,17,1,1,1.0,1.0
Reduction By Anti-larval Measures,0,1,1,1.0,1.0
Reduction Due To An Altered Mode Of Purchasing Condiments,7,1,1,1.0,1.0
Reduction In Favour Of The Inoculated Of Per Cent For Attacks And,0,1,1,1.0,1.0
Reduction In Incidence Due To,0,1,1,1.0,1.0
Reduction In Malaria Appeared To Take Place,0,2,2,1.0,2.0
Reduction In Profit Is Due To Smaller Demand For The Products Of,0,1,1,1.0,1.0
Reduction In Quantity,0,1,1,1.0,1.0
Reduction In Size And Tension Of The Tumour Took Place,22,1,1,1.0,1.0
Reduction In Spleen Rate Appeared To Take Place,0,1,1,1.0,1.0
Reduction In The Numbers Of Unprotected Children And Consequent Lowering Of The,0,1,1,1.0,1.0
Reduction In The Sum Paid For European Medicines During The Year,11,1,1,1.0,1.0
Reduction Of Dislocation,6,11,11,1.0,12.0
Reduction Of Per Cent In Attacks And Per Cent In Deaths In,37,1,1,1.0,1.0
Reduction Of The Quantity Sanctioned For Prison Diet Scales From The Present,0,1,1,1.0,1.0
Reduction Of Two And A Half Per Cent,12,1,1,1.0,1.0
Refer Only To The Particular Outbreak,27,1,1,1.0,1.0
Refer To The Remarks Of,0,1,1,1.0,1.0
Referable To,0,1,1,1.0,1.0
Reference May Be Made To,7,1,1,1.0,1.0
Reference To,9,1,2,0.5,2.0
References,0,1,1,1.0,1.0
Referred To,0,3,4,0.75,7.0
Referred To When On My Inspection At Sulta Npur,0,1,1,1.0,1.0
Referring To,0,1,1,1.0,1.0
Refers To,20,1,2,0.5,2.0
Refers To Performance In,2,1,1,1.0,1.0
Refers To Results In,2,1,1,1.0,1.0
Refers To The Climate Being Healthy,0,1,1,1.0,1.0
Refilled,31,1,1,1.0,1.0
Refined In,16,1,1,1.0,1.0
Refined In Presence Of,0,1,1,1.0,1.0
Refined With,0,1,1,1.0,1.0
Refinement For,98,1,1,1.0,1.0
Reflect,0,5,5,1.0,5.0
Reflected Great Credit On,0,1,1,1.0,1.0
Reflected Light,9,1,2,0.5,2.0
Reflected Through,0,1,1,1.0,1.0
Reflection Of,35,1,1,1.0,1.0
Reform Has Become Practicable,2,1,1,1.0,1.0
Reformed For Future Use,106,1,1,1.0,1.0
Refractive Dispersion Of,0,1,1,1.0,1.0
Refractoriness Of The Test Virus In This Experiment Was Most Regrettable,0,1,1,1.0,1.0
Refractory To Reinfection With,0,1,1,1.0,1.0
Refreshes And Stimulates For A Time,0,1,1,1.0,1.0
Refreshes Him,0,2,2,1.0,2.0
Refreshes The System,0,1,1,1.0,1.0
Refreshing,0,3,3,1.0,5.0
Refreshing And Is An Appetizer,0,1,1,1.0,1.0
Refreshing For The Time; They Do Produce Intoxication; They Do Allay Hunger,0,1,1,1.0,1.0
"Refreshing, Produces Moderate Degree Of Intoxication After An Hour Or So",0,1,1,1.0,1.0
Refusal To Submit Their Children To Vaccination Under Section Of The Vaccination,0,1,1,1.0,1.0
Refuse Permission For Their Children To Be Vaccinated,0,1,1,1.0,1.0
Refuse To Allow Their Own Children To Be Used As Vaccini Fers,0,1,1,1.0,1.0
Refuse To Have Their Children Vaccinated,0,1,1,1.0,1.0
Refuse To Send Their Children There,0,1,1,1.0,1.0
Refuse To Take Food Of Any Description,43,1,1,1.0,1.0
Refused Food For The First Time,0,1,1,1.0,1.0
Refused To Admit Syphilitic Patients Into Their Hospitals,9,1,1,1.0,1.0
Refused To Assist Civil Surgeon In Collecting Children For Inspection,0,1,1,1.0,1.0
Refused To Contribute During The Year,0,1,1,1.0,1.0
Refused To Have Their Children Vaccinated,0,2,2,1.0,2.0
Refuses All Nourishment,131,1,1,1.0,1.0
Refusing To Die An Easy Death,0,1,1,1.0,1.0
Refuted As Cause Of,6,2,2,1.0,2.0
Refuted This Hypothesis,0,1,1,1.0,1.0
Refutes The Conclusion Of,0,1,1,1.0,1.0
Regains Its Flat And Sulcate Appearance,0,1,1,1.0,1.0
Regard It With Disfavour,0,1,1,1.0,1.0
Regard The Plant As A Jungle Product,0,1,1,1.0,1.0
Regard These As Two Distinct Species,0,1,1,1.0,1.0
Regarded As A Bad Habit,0,1,1,1.0,1.0
Regarded As Incurable,4,2,2,1.0,2.0
Regarded As Religious By,0,2,2,1.0,2.0
Regarded As The Ultimate Authority On This Science,7,1,1,1.0,1.0
Regarded As Their Foremost Care,0,1,1,1.0,1.0
Regarded As Unreliable And Uncertain,0,1,1,1.0,1.0
Regarded As Worst,0,1,1,1.0,1.0
Regarded By Some As Instances Of,1,1,1,1.0,1.0
Regarded Nasal Schistosome As Variety Of,0,1,1,1.0,1.0
Regarded Vicious And Disreputable,0,1,1,1.0,1.0
Regarded With,0,1,1,1.0,1.0
Regarded With Disfavour,0,1,1,1.0,1.0
Regarded With Disrepute,0,1,1,1.0,1.0
Regarding,0,1,1,1.0,4.0
Regarding Occurrence Of,158,1,1,1.0,1.0
Regarding The Course That Surra Runs In The Camel Were Continued,20,1,1,1.0,1.0
Regarding The Incidence Of,89,1,1,1.0,1.0
Regarding Their Fodder,0,1,1,1.0,1.0
"Regarding, In",27,1,1,1.0,1.0
Regardless Of Meteorological Phenomena,0,1,1,1.0,1.0
Regeneration Can Be Achieved Only When Oxidation Changes Have Not Gone Too,0,1,1,1.0,1.0
Regeneration Of The Ovarian Tissue,32,81,185,0.437838,319.0
Regiment Ordered Back To Poona,0,1,1,1.0,1.0
Regiment Underwent Considerable Exposure And Fatigue On The March,0,1,1,1.0,1.0
Registered A Single Case On The Th June,0,1,1,1.0,1.0
Registered As Due To,0,1,1,1.0,1.0
Registered At Seonee And Lucknadown,13,1,1,1.0,1.0
Registered At The Jaipur Observatory Was,13,1,1,1.0,1.0
Registered C,28,2,3,0.666667,11.0
Registered Deaths Only Between Them,0,1,1,1.0,1.0
Registered For The Past,34,1,1,1.0,1.0
Registered Largest Amount For,13,1,1,1.0,1.0
Registered Only One Death In,0,1,1,1.0,1.0
Registered Two Cases,0,1,1,1.0,1.0
Registration Is Defective In,0,2,2,1.0,2.0
Registration Is Not As Efficient As It Might Be,8,1,1,1.0,1.0
Regression On,0,1,1,1.0,1.0
Regular,6,1,1,1.0,3.0
Regular Administration,0,1,1,1.0,1.0
"Regular, Full",4,1,1,1.0,1.0
Regularly Visited These Centres Every Month And Checked The Work Of The,153,1,1,1.0,1.0
Regulated By Act XIII. Of,114,1,1,1.0,1.0
Regulated By Opium Act Of,114,1,1,1.0,1.0
Regulations Of The Municipal Act Against,0,1,1,1.0,1.0
Reigned,0,1,1,1.0,1.0
Reinfect Themselves By Scratching,0,1,1,1.0,1.0
Reintroduction Is Urgently Necessary If There Is To Be Any Attempt To,35,1,1,1.0,1.0
Rejoined,20,1,1,1.0,1.0
Rejuvenation By Passage Through,0,2,2,1.0,2.0
Relalion With,0,1,1,1.0,1.0
Relapsing Type,0,13,37,0.351351,65.0
Related To,1,17,38,0.447368,62.0
Related_to,0,1,1,1.0,2.0
Relating To,0,1,2,0.5,4.0
Relation,25,1,1,1.0,1.0
Relation Between,0,4,4,1.0,5.0
Relation To,0,9,15,0.6,18.0
Relation To Child Bearing,33,1,1,1.0,1.0
Relation To Hypodermic Or Intramuscular Injection,0,1,1,1.0,1.0
Relation To Piroplasma,83,1,1,1.0,1.0
Relation To The Diffusion Of,9,1,1,1.0,1.0
Relation To The Quality Of Dahi,0,1,1,1.0,1.0
Relationship Between,0,1,1,1.0,2.0
Relationship To,0,1,1,1.0,5.0
Relationship Was Highly Significant With A Reverse Order To,28,1,1,1.0,1.0
Relationship With,0,5,6,0.833333,7.0
Relative Price Of Italians And Cyprians In,0,1,1,1.0,1.0
Relative Weight Of The Liver Was Slightly Diminished,3,1,1,1.0,1.0
Relaxation,0,1,1,1.0,1.0
Relaxation Due To Narcosis Of Central Nervous System,0,1,1,1.0,1.0
Relaxed,0,1,2,0.5,2.0
Relaxes,0,1,1,1.0,1.0
Relaxes Restrain On,0,1,1,1.0,1.0
Relaxing Of,0,1,1,1.0,1.0
Released,0,1,2,0.5,3.0
Released As Uncertifiable,77,1,1,1.0,2.0
Released By,43,1,1,1.0,1.0
Released From,0,1,1,1.0,2.0
Released Under,0,1,1,1.0,3.0
Released Under Section Act Iv Of,0,1,1,1.0,1.0
Relic,7,1,1,1.0,1.0
Relied Upon As Fully As Feasible,26,1,1,1.0,1.0
Relieve Existing Congestion Of The Kidney,0,1,1,1.0,1.0
Relieved (was Admitted Twice,149,1,1,1.0,1.0
Relieved By Enema,3,1,1,1.0,1.0
Relieved Dr. Giraud Of The Medical Charge Of The Lockhospital,0,1,1,1.0,1.0
Relieves Dyspepsia And Creates An Appetite For Food,0,1,1,1.0,1.0
Relieves Pain And Fatigue,0,2,2,1.0,2.0
Relieves The Pain And Keeps Quiet,0,1,1,1.0,1.0
Religion Of,2,1,1,1.0,1.0
Relinquished Charge From The Afternoon Of,26,1,1,1.0,1.0
Reluctant To Extend Vaccination Acts,0,1,1,1.0,1.0
Reluctant To Have Their Children Vaccinated,0,1,1,1.0,1.0
Remain Almost Stationary,21,1,1,1.0,1.0
Remain Carriers And Continue To Excrete Salmonella Organisms In Their Faeces,156,1,1,1.0,1.0
Remain In A Place Of Quarantine For A Period Of,62,2,2,1.0,2.0
Remain In A Place Of Quarantine From The Date Of The Occurrence,62,1,1,1.0,1.0
Remain In For Some Minutes,95,1,1,1.0,1.0
Remain In Good Condition With Ordinary Care,0,1,1,1.0,1.0
"Remain In Internal Regions, Grow At Leisure",0,1,1,1.0,1.0
Remain In Quarantine,0,1,1,1.0,1.0
Remain In Quarantine For A Period Of,62,1,1,1.0,1.0
Remain Infective For,19,1,1,1.0,1.0
Remain Undiminished Owing To,0,1,1,1.0,1.0
Remain Unnoticed On Account Of,0,1,1,1.0,1.0
Remain Unprotected,0,1,1,1.0,1.0
Remain Unprotected Until The Following Winter,0,1,1,1.0,1.0
Remain Unvaccinated,0,1,1,1.0,2.0
Remain Virulent For A Long Time In The Soil,0,1,1,1.0,1.0
"Remained Active In Different Pickling Solutions Of Salt, Nitre, Sugar, Etc",0,1,1,1.0,1.0
Remained Alive And Virulent For,53,1,1,1.0,2.0
Remained Alive Much Longer Than Previously Reported,0,1,1,1.0,1.0
Remained At The Beginning Of The Year,2,1,1,1.0,1.0
Remained Attached To The Office Of The Director Up To The,5,1,1,1.0,1.0
Remained Fairly Good Throughout,0,1,1,1.0,1.0
Remained Free From The Disease,44,1,1,1.0,1.0
Remained From The Previous Year,1,1,1,1.0,1.0
Remained Helpless And At Last He Was Invalided,6,1,1,1.0,1.0
Remained In Charge From,18,1,1,1.0,1.0
Remained In Charge Throughout The Year,0,2,2,1.0,2.0
Remained In England To Take A Post-graduate Course At The Institute Of,0,1,1,1.0,1.0
Remained In Good Health For A Time,0,1,1,1.0,1.0
Remained In The Medium In Excessive Numbers Up To A Fortnight Subsequent,0,1,1,1.0,1.0
Remained Infective For But Not For Hours After Contamination,0,1,1,1.0,1.0
Remained Normal During An Observation Period Of About Forty-five Days,105,1,1,1.0,1.0
Remained Normal In Spite Of The Challenge Dose,44,1,1,1.0,1.0
Remained Normal Throughout,0,1,1,1.0,1.0
Remained Over From Against,0,1,1,1.0,1.0
Remained Quiescent,0,1,1,1.0,1.0
Remained Stationary,0,1,1,1.0,5.0
Remained Stationary In The Urine,28,1,1,1.0,1.0
Remained Sub-normal Until After The Appearance Of The Hæmatozoon In The Blood,28,1,1,1.0,1.0
"Remained Sub-normal Until The Evening Of The Sixth Day After Inoculation, When",102,1,1,1.0,1.0
Remained Unaffected,0,1,1,1.0,1.0
Remained Unchanged,0,1,1,1.0,1.0
Remained Under Treatment From The Previous Month,35,1,1,1.0,1.0
Remained Unfilled During The Year,0,1,1,1.0,1.0
Remained Unhealed,6,1,1,1.0,1.0
Remained Unprotected,0,2,2,1.0,2.0
Remained Unusually High,13,2,2,1.0,3.0
Remained Up To The Time Of The Patient Leaving Hospital,0,1,1,1.0,1.0
Remained Vacant During The Year Under Report,0,1,1,1.0,1.0
Remained Viable For At Least Six Months,0,1,1,1.0,1.0
Remained Wholly Unaffected In,0,2,2,1.0,2.0
Remained With Me Till The Th January,0,1,1,1.0,1.0
Remaining From The Previous Year,1,1,1,1.0,1.0
Remaining More Nearly At The Normal,28,1,1,1.0,1.0
Remaining On,18,26,28,0.928571,67.0
Remaining On The,0,1,1,1.0,4.0
Remaining On The End Of,0,28,58,0.482759,91.0
Remaining Under Treatment On,0,1,1,1.0,1.0
Remains Capable Of Spreading The Disease Up To,0,1,1,1.0,1.0
Remains Colourless When Treated With Watery Methyl-violet,0,1,1,1.0,1.0
Remains Exactly As Formerly Described,0,1,1,1.0,1.0
Remains Good And The Evacuations Natural In Character,22,1,1,1.0,1.0
Remains Hard,0,1,1,1.0,1.0
Remains In Good Condition For Days During Winter And Days,5,1,1,1.0,1.0
Remains In The Same State As Previously Reported,0,1,1,1.0,1.0
Remains Living In Infected Zones For A Very Long Time,53,1,1,1.0,1.0
Remains Quiescent During,24,1,1,1.0,1.0
Remains There Throughout The Night,0,1,1,1.0,1.0
Remains Unaffected Irrespective Of The Season Of Calving,0,2,2,1.0,2.0
Remains Unimpaired,0,1,1,1.0,1.0
Remains Very Good,6,1,1,1.0,1.0
Remains Virulent For A Much Shorter Period Than Does That Of Sheep-pox,0,1,1,1.0,1.0
Remarked On By,4,1,1,1.0,1.0
Remarked That The Cases Were As A Rule Treated In Their Own,0,1,1,1.0,1.0
Remarks,0,1,1,1.0,2.0
Remarks : There Is No Active Opposition To Vaccination Amongst The Agricultural,0,1,1,1.0,1.0
Remarks On The Importance Of,0,1,1,1.0,1.0
Remarks On The Morphology Of The,7,3,3,1.0,3.0
Remarks Showing Cause Of Rejection,0,2,2,1.0,2.0
Remarks That,30,1,1,1.0,1.0
Remarks That Every Case On Which I Operated Myself And Which I,41,1,1,1.0,1.0
Remarry At Any Period,150,1,1,1.0,1.0
"Remitted To Treasury On Account Of Paying Patients, Etc",74,3,3,1.0,3.0
Remounts Were Purchased At The Only Horse Show Held At Dera Ismail,0,1,1,1.0,1.0
Removal,63,3,5,0.6,8.0
Removal Of,63,13,18,0.722222,21.0
Removal Of Ascarids And Hookworms From Dogs,4,1,1,1.0,1.0
Removal Of Assam Lunatics From Dacca To Tezpore,2,1,1,1.0,1.0
"Removal Of Breast, Partial Or Complete",4,1,1,1.0,1.0
Removal Of Cyst,4,4,4,1.0,4.0
Removal Of Cyst Or New Growth,4,1,1,1.0,1.0
Removal Of Foreign Bodies,63,4,4,1.0,5.0
Removal Of Foreign Bodies From,4,4,4,1.0,6.0
Removal Of Foreign Body,4,4,4,1.0,4.0
Removal Of Hypert-ophied Nympha Or Labium Maius,32,1,1,1.0,1.0
Removal Of Infected Thrombi From Lateral Sinus Or From Internal Jugular Vein,4,1,1,1.0,1.0
Removal Of New Growth,4,3,3,1.0,3.0
Removal Of New Growth Of Vulva,32,1,1,1.0,1.0
Removal Of Part Of Thoracic Wall (removal Of Foreign Body From Pleural,4,2,2,1.0,2.0
Removal Of Patients To Hospital,0,47,58,0.810345,98.0
Removal Of Portion Of Gland,4,3,3,1.0,3.0
Removal Of Portions For Depressed Bone,4,1,1,1.0,1.0
"Removal Of Scrotal Tumour, Usual Method",6,1,1,1.0,1.0
Removal Of Thoracic Wall,4,1,1,1.0,1.0
Removal Or Enucleation Of,32,1,1,1.0,3.0
Removal Or Incision Of,32,3,3,1.0,4.0
Removal Through The Natural Passages,4,1,1,1.0,1.0
Removal To,0,3,4,0.75,4.0
Removal With,0,1,1,1.0,1.0
Remove Impurities Of Air And Water,0,1,1,1.0,1.0
Remove The Inhaler After The First Or Second Deep Inspiration,0,1,1,1.0,1.0
Remove To A Temperate Climate,9,1,1,1.0,1.0
Remove With The Forceps,22,1,1,1.0,1.0
Removed All Poteriosto Mum Spp. Present,0,1,1,1.0,1.0
Removed All The Worms From,0,1,1,1.0,1.0
Removed All These Parasites From,0,1,1,1.0,1.0
Removed And Laid Along,17,1,1,1.0,1.0
Removed Aseptically And Kept On Sterile Swab As Near Blood Heat As,0,1,1,1.0,1.0
Removed By Contract Twice A Day,0,1,1,1.0,1.0
Removed By Evaporation In Vacuum At C,0,1,1,1.0,1.0
Removed By The Anthelmintic,0,1,1,1.0,1.0
Removed Daily By,0,1,1,1.0,1.0
Removed Daily By A Scavenger Cart,0,1,1,1.0,1.0
Removed Daily To A Distance,0,1,1,1.0,1.0
Removed Daily To A Distance And Deposited In The Jungle,0,1,1,1.0,1.0
Removed From A Building,0,1,1,1.0,1.0
Removed From Bareilly To The Central Laboratory,0,1,1,1.0,1.0
Removed From The Same Man During The Past Season,0,1,1,1.0,1.0
Removed Immediately After Death,0,1,1,1.0,1.0
Removed Nearly All Worms From The Caecum But Failed To Have An,0,1,1,1.0,1.0
Removed Soon After Death,0,1,1,1.0,1.0
Removed Soon After Death Of Animal,0,1,1,1.0,1.0
