relation,topic,count,total,prop
Was Made By Hospital Assistant Koonji Bahary Lal,4,1,1,1.0
Was Made Permanent In His Appointment With Effect From The 1st May,75,1,1,1.0
Was Made Possible By The Director Of Dairy Research Kindly Agreeing To,0,1,1,1.0
Was Made Stationary With Its Headquarters At,0,1,1,1.0
Was Made To Count,0,1,1,1.0
Was Mainly Confined To The City Of Benares,52,1,1,1.0
Was Malignant,0,1,1,1.0
Was Mapped Out Into,31,1,1,1.0
Was Marked By,19,1,2,0.5
Was Marked By,114,1,2,0.5
Was Measured At Monthly Intervals,42,1,1,1.0
Was Measured On A Black Velvet Board By Stretching It Along A,27,1,1,1.0
Was Melted Into Ghee At C,0,1,1,1.0
Was Met With,12,1,1,1.0
Was Mild Outbreak,0,1,1,1.0
Was More Common Than Usual,0,1,1,1.0
Was More Completely Exhausted Of Its Alkaloids By Being Treated Twice With,161,1,1,1.0
Was More Effective Than,0,1,1,1.0
Was More Efficient Than,21,1,1,1.0
Was More Fatal In The Town,0,1,1,1.0
Was More In,126,1,1,1.0
Was More Or Less A Falling Off In Registration,0,1,1,1.0
"Was More Or Less Of A Columnar Type, But It Inclined To",27,1,1,1.0
Was More Severe During The Present Triennium Than In The Past,0,1,1,1.0
Was More Than,19,1,1,1.0
Was More Than Covered By That Of The New Comers,4,1,1,1.0
Was More Than Onequarter Of The Number In,36,1,1,1.0
Was Most Probably Brought Into The Asylum By Means Of Vegetables From,0,1,1,1.0
Was Most Severe In This Township Between May And August,1,2,2,1.0
Was Most Thorough,1,1,1,1.0
Was Most Unpopular,1,1,1,1.0
Was Mostly Prevalent In Low-lying Areas Liable To Inundation Along The Banks,0,1,1,1.0
Was Moved To,13,1,1,1.0
Was Moved To Permanent Hospital Buildings,0,1,1,1.0
Was Moved To The Forest Office Buildings,13,1,1,1.0
Was Much In Evidence,0,1,1,1.0
Was Much More Considerable,19,1,1,1.0
Was Muddy And Very Impure,29,1,1,1.0
Was Necessary On Medical Grounds As Well As Cases Showing Improvement Or,29,1,1,1.0
Was Necessary The Whole Time,0,1,1,1.0
Was Next In,43,1,1,1.0
Was Nightly And Buried In Pits Outside Cantonment Limits,1,1,1,1.0
Was No Correlation Between,42,1,1,1.0
Was No Longer Needed In The Insein School Was Sent To The,0,1,1,1.0
Was Not A Single Case In The Jail. This Fortunate Result Is,0,1,1,1.0
Was Not Acting Beneficially,0,1,1,1.0
"Was Not Allowed Within The Premises Of The Mills, Except India And",27,1,1,1.0
Was Not Carried Out In Na Bha State,1,1,1,1.0
Was Not Economical To Feed The Antibiotics In This Test,6,1,1,1.0
Was Not Effected With The Highest Concentration Of Complement Used,16,1,1,1.0
Was Not Employed During The Year,9,1,1,1.0
Was Not Expected To Vary Due To Month Of Calving Under A,0,1,1,1.0
Was Not Imported Into,0,1,1,1.0
Was Not Known,0,1,1,1.0
Was Not Made Known To This Department,21,1,1,1.0
Was Not More Than Half The Average,19,1,1,1.0
Was Not Much In The Darjeeling Circle During The Year,0,1,1,1.0
Was Not Of So Virulent Type,10,1,1,1.0
Was Not Only Found To Be Superior To Either Tetrachlorethylene Emulsion Or,0,4,4,1.0
Was Not Perceptibly Different From What It Was After The Epidemic Of,31,1,1,1.0
Was Not Present At Any Of The Asylums,0,1,1,1.0
Was Not Prevalent Or Very Fatal,0,1,1,1.0
Was Not Quite A Clear Infusion,0,1,1,1.0
Was Not Seen Here Except During The Month Of March Last,0,1,1,1.0
Was Not So High As It Has Been In Former Years,32,1,1,1.0
Was Not So Prevalent This Year,0,1,1,1.0
Was Not Very Prevalent,0,1,1,1.0
Was Not Very Virulent,7,1,1,1.0
Was Noted To Be Less Prevalent In Both Midnapore And Beerbhoom,22,1,1,1.0
"Was Noticed In The Districts Of Coimbatore, Trichinopoly, Salem, South Canara, Chingleput",0,1,1,1.0
Was Observed : To Be Gradually Retreating,1,1,1,1.0
Was Observed In Small Numbers And Remained In The Blood For Hours,30,1,1,1.0
Was Observed In Successful Primary Operations,0,9,9,1.0
Was Observed Once By James,0,1,1,1.0
Was Observed To Be Both Dense And Scattered,58,1,1,1.0
Was Observed To Be Higher In The Dairy Breeds,0,1,1,1.0
Was Obtainable From A Small Spring At The Foot Of These Hills,117,1,1,1.0
Was Obtained,1,1,1,1.0
Was Obtained From,0,6,11,0.545455
Was Obtained From,7,1,11,0.090909
Was Obtained From,13,1,11,0.090909
Was Obtained From,21,2,11,0.181818
Was Obtained From,24,1,11,0.090909
Was Obtained Through The Kindness Of,54,1,1,1.0
Was Of,5,1,4,0.25
Was Of,19,2,4,0.5
Was Of,114,1,4,0.25
Was Of A Precisely Parallel Nature To,0,1,1,1.0
Was Of A Very Prostrating Type,3,1,1,1.0
Was Of Excellent Quality,32,1,1,1.0
Was Of Good Quality,21,1,1,1.0
Was Of Good Quality And Sufficient,5,1,1,1.0
Was Of Human Origin,18,1,1,1.0
Was Of The,0,1,1,1.0
Was Of The Ordinary Type,3,1,1,1.0
Was Off Feed For,0,1,1,1.0
Was Off Feed For Several Days,0,1,1,1.0
Was Off His Feed For,0,1,1,1.0
Was Officially Declared To Exist,1,1,1,1.0
Was On,0,2,5,0.4
Was On,1,2,5,0.4
Was On,32,1,5,0.2
Was On Combined Sick And Privilege Leave For,0,1,1,1.0
"Was On Duty The Whole Hours, Even Slept On The Road-side And",1,1,1,1.0
Was On Privilege Leave For One Month (from 6th April To 6th,0,1,1,1.0
Was On The,0,1,1,1.0
Was On The Whole,0,1,1,1.0
Was One,36,2,2,1.0
Was Only An Exaggerated Or Malignant Form Of,18,1,1,1.0
Was Only Per Mille,134,1,1,1.0
Was Open To All Hindus Except Members Of The Low Castes,3,1,1,1.0
Was Opened At The Eden Hospital Under Dr. Drury,0,1,1,1.0
Was Opened For Issue As Rations Recently,17,1,1,1.0
Was Opened In The District Of Bakarganj During The Year,13,1,1,1.0
Was Opened On Th May,1,1,1,1.0
Was Ordered,0,1,1,1.0
Was Out Of Order,0,1,1,1.0
Was Over Maunds Per Acre,0,1,1,1.0
Was Owing To An Interruption In The Weaving Of Cloth From The,0,2,2,1.0
Was Paid To Them By The State,17,1,1,1.0
Was Partially Flooded,141,1,1,1.0
Was Partially Flooded When Samples Were Collected,141,1,1,1.0
Was Partially Paralysed,0,1,1,1.0
Was Partly Offset By Increases In,0,3,3,1.0
Was Per,0,1,1,1.0
Was Per Mille,0,1,4,0.25
Was Per Mille,19,1,4,0.25
Was Per Mille,134,2,4,0.5
Was Per Mille Of Population,0,1,1,1.0
Was Per Mille Of Population Against Per Mille In The Previous Year,0,1,1,1.0
Was Per Mille Of Strength Lower But The Death Rate Was Higher,0,1,1,1.0
Was Per Thousand In,0,1,1,1.0
Was Permitted To Resign The Service On Th June,11,1,1,1.0
Was Physiologically Active,23,1,1,1.0
Was Placed In Charge Of The Department During My Absence,0,1,1,1.0
Was Placed In The Suicidal Ward,4,1,1,1.0
Was Placed On Deputation On Foreign Service For A Period,61,1,1,1.0
Was Placed On Special Duty To Investigate,30,1,1,1.0
Was Played By Lower Egypt In The Case Of,0,1,1,1.0
Was Plentifully Manured,17,1,1,1.0
Was Plentifully Sprinkled Over All The Floors In The Hospital,0,1,1,1.0
Was Positively Correlated With,56,1,1,1.0
Was Poured Into,38,1,1,1.0
Was Poured On And Thoroughly Mixed With The Culture,0,1,1,1.0
Was Present Everywhere,56,1,1,1.0
Was Present In Cases Either Alone Or In Association With Other Organisms,0,1,1,1.0
Was Present In Myingyan And Kyaukpadaung Townships And Resulted In Deaths Being,87,1,1,1.0
Was Present In Practically Every Township And Resulted In The Deaths Of,87,1,1,1.0
Was Presented By,0,1,1,1.0
Was Presented With,1,1,1,1.0
Was Pressed A Cord Tied To The Upper Handle Of,105,1,1,1.0
Was Pretty General Throughout,0,1,1,1.0
Was Prevalent All Over The Division,114,5,5,1.0
Was Prevalent For A Time In The Months Of August And September,0,1,1,1.0
Was Prevalent From April Till July,0,1,1,1.0
"Was Prevalent In And Caused The Deaths Of Horses, Donkeys, And",0,1,1,1.0
Was Prevalent In Bezwada Taluk,0,1,1,1.0
Was Prevalent In Every District Except Darjeeling,0,1,1,1.0
"Was Prevalent In Parts Of Pegu, Toungoo And Pyapo N Districts",4,1,1,1.0
"Was Prevalent In Several Districts, Being Severe In Tha Na",109,1,1,1.0
Was Prevalent In The Months Of November And December,0,1,1,1.0
Was Prevalent In The Station,0,1,1,1.0
Was Prevalent In The Tezpur Asylum And Dysentery In Both,0,1,1,1.0
Was Prevalent Throughout The Country,0,1,1,1.0
Was Prevalent Till September And Though The Outbreak Reports Were Rare By,0,1,1,1.0
Was Prevalent To A Very Limited Extent In The Neighbourhood Of The,0,1,1,1.0
Was Prevented From Entering Any Ocean-going Vessels Leaving The Port Of Bombay,1,1,1,1.0
Was Principal Of,0,1,1,1.0
Was Probably Due To The Bad Accommodation And Difficulty In Getting Ordinary,0,1,1,1.0
Was Probably Partly Due To Diminished Air Motion,41,1,1,1.0
Was Progressing As Witnessed By Oedema Appearing Under The Abdomen,0,1,1,1.0
Was Promoted To A Staff Appointment,45,1,1,1.0
Was Promoted To Second Lecturer On Probation,0,1,1,1.0
Was Proved To Be Present In,0,1,1,1.0
Was Pumped Into,0,1,1,1.0
Was Purchased By Remount Agent,0,1,1,1.0
Was Put On The Alert Several Times For,12,1,1,1.0
Was Put To Live And Graze,45,1,1,1.0
Was Quite Unknown In The Place,0,1,1,1.0
Was Raised From To By Including,0,1,1,1.0
Was Rampart In This District All The Autumn,0,1,1,1.0
Was Rapidly Checked,0,1,1,1.0
Was Rather Better However,0,1,1,1.0
Was Rather Prevalent At Dhurrumgaum And In The Districts,0,1,1,1.0
Was Re-called,0,1,1,1.0
Was Re-infected,0,3,3,1.0
Was Readily Apparent In,0,1,1,1.0
Was Recaptured,48,1,1,1.0
Was Received As A Gift From,131,1,1,1.0
Was Received From Pachmarhi,21,1,1,1.0
Was Recorded At Manohar Thana With Inches,19,1,1,1.0
Was Recorded Twice Daily,6,1,1,1.0
Was Reduced To That Required For Cooking Only,0,1,1,1.0
Was Relished By The Animals,0,1,1,1.0
Was Removed From Its Old Quarters To A New Building Which Has,0,1,1,1.0
Was Removed From Service,45,1,1,1.0
Was Removed From The Fair Too Early Due To An Outbreak Of,0,1,1,1.0
Was Removed To Another Basin And Is Still Alive And Healthy Up,16,1,1,1.0
"Was Removed To The Dispensary, Where He Died A Few Hours Later",0,1,1,1.0
Was Renewed And Converted Them Into An Ordinary Cell At The Lunatic,5,1,1,1.0
Was Repeated,42,1,1,1.0
Was Repeated On Some Patients In The Civil Hospital,0,1,1,1.0
Was Reported By The Governor Of Jammu To Be Raging In Some,36,2,2,1.0
"Was Reported From Ahmednagar, East Khandesh, Nasik, Poona, Satara, Sholapur, Belgaum, Bijapur",0,1,1,1.0
Was Reported From All Districts Of The Presidency And The City Of,0,1,1,1.0
Was Reported From Districts Only,87,1,1,1.0
Was Reported From Karachi And Upper Sind Frontier Districts,7,1,1,1.0
"Was Reported From The Bijapur District, Which Died",87,1,1,1.0
"Was Reported From Three States North Hsenwi, Hsipaw And South Hsenwi",109,3,3,1.0
"Was Reported In Six Districts, Viz., Patna, Shahabad, Saran, Muzaffarpur, Balasore And",87,6,6,1.0
Was Reported In Towns And Villages Up To Th April,1,1,1,1.0
Was Reported Only From The Berhampore Asylum,15,1,1,1.0
Was Reported Only From The Darrang District,87,1,1,1.0
Was Reported Only From The Sibsagar And Darrang Districts,87,1,1,1.0
Was Reproduced In,0,1,1,1.0
Was Resorted To Originally For The Relief Of Other Affections Than Mental,2,1,1,1.0
Was Responsible For,0,7,15,0.466667
Was Responsible For,3,1,15,0.066667
Was Responsible For,4,2,15,0.133333
Was Responsible For,6,1,15,0.066667
Was Responsible For,18,1,15,0.066667
Was Responsible For,82,1,15,0.066667
Was Responsible For,87,2,15,0.133333
Was Responsible For The Spread Of Disease Among,0,1,1,1.0
Was Responsible For Times As Much Increase In The Rate Of,41,1,1,1.0
Was Returned Under Acute Dementia,15,1,1,1.0
Was Revised,0,1,1,1.0
Was Rich In Organic Matter,0,1,1,1.0
Was Rife In,0,4,4,1.0
Was Rs. In The Year Under Review,13,1,1,1.0
Was Rubbed Into,71,1,1,1.0
Was Run For Long Periods Every Day,49,1,1,1.0
Was Said To Have Been Introduced By A Cartman,4,1,1,1.0
Was Said To Have Been Vaccinated In Childhood But Bore No Marks,0,1,1,1.0
Was Sanctioned,0,1,1,1.0
Was Sane When Admitted To The Asylum,2,1,1,1.0
Was Scarlet In Colour,0,1,1,1.0
Was Seconded For Duty With,0,1,1,1.0
Was Seen In Mononuclear Leucocytes (large Lymphocytes,0,1,1,1.0
Was Seen In The Endothelium Of,0,1,1,1.0
Was Seized With,0,1,1,1.0
Was Seized With The Disease,0,1,1,1.0
Was Seized With Vomiting And Slight Purging,0,1,1,1.0
Was Selected In Different Areas,42,1,1,1.0
Was Sent Out On The St And Nd Of September,21,1,1,1.0
Was Sent Out On The Th,21,1,1,1.0
Was Sent Out On The Th October,21,1,1,1.0
"Was Sent Out On The Th, Th And Th October",21,1,1,1.0
Was Sent To A Goshala,0,1,1,1.0
Was Sent To Experts For Identification,79,1,1,1.0
Was Sent To The Lunatic Asylum,2,1,1,1.0
Was Seriously Looked After In,0,2,2,1.0
Was Severe Amongst Unregistered Women,0,1,1,1.0
Was Severe In Against Registering Circles,0,1,1,1.0
Was Shallower On The Dorsum,10,1,1,1.0
Was Shared By All The Circles Except Orissa And Behar,0,1,1,1.0
Was Shifted To A Private Building From The Municipal Building,0,1,1,1.0
Was Short By,0,1,1,1.0
Was Showing Symptoms Of Emaciation And Lung Affection,76,1,1,1.0
Was Significant At,0,1,1,1.0
Was Significantly Inferior To,0,1,1,1.0
Was Slaughtered In Because Of A Broken Hip That Affected His Usefulness,0,1,1,1.0
Was Slightly Above The Average In,28,1,1,1.0
Was Slightly Attenuated For,6,1,1,1.0
Was Slightly Etherized,0,1,1,1.0
Was Slightly More Than,0,1,2,0.5
Was Slightly More Than,27,1,2,0.5
Was Slightly Opaque In Its Lower Segment When First Discovered,0,1,1,1.0
Was Slow In Making Its Appearance There,1,1,1,1.0
Was Small Owing To The Absence Of The Permanent Deputy Sanitary Commissioners,0,1,1,1.0
Was So Strong That The Virus Could Not Generally Be Eluted By,38,1,1,1.0
Was So Widely Prevalent And The Ryots In Some Places So Stubborn,0,1,1,1.0
"Was Soft, Fatty, Degenerated",31,1,1,1.0
Was Sold Being Unfit For Breeding Purposes Any Longer,0,1,1,1.0
Was Sold To The 3rd Bengal Cavalry,0,1,1,1.0
Was Solely Responsible For The Mortality,0,1,1,1.0
Was Somewhat Hurried,23,1,1,1.0
Was Somewhat Less Successful With Per,124,1,1,1.0
Was Somewhat More Rapid In The Earlier Stages Than In The Later,0,1,1,1.0
Was Somewhat So,19,1,1,1.0
Was Somewhat Tougher Than Normal,0,1,1,1.0
Was Somewhat Untidy,17,1,1,1.0
Was Soon Arrested,0,1,1,1.0
Was Soprevalent That,1,1,1,1.0
Was Sound In Action,0,1,1,1.0
Was Specially Exposed To Risk Of Infection,1,1,1,1.0
Was Split Obliquely From Just Below The Olecranon To Near Its Carpal,10,1,1,1.0
Was Spreading Rapidly All Over The Island,0,1,1,1.0
Was Sprinkled About,1,2,2,1.0
Was Stamped Out By,0,1,1,1.0
Was Stamped Out Immediately,0,1,1,1.0
Was Still Beating Slowly At,148,1,1,1.0
Was Still Fully Virulent,38,1,1,1.0
Was Still Infective On Intracutaneous Inoculation Into The Foot-pads,38,1,1,1.0
Was Stolen From,0,1,1,1.0
Was Stopped Short In The Next District,0,1,1,1.0
Was Stricken,0,1,1,1.0
Was Strongly Opposed,0,1,1,1.0
Was Struck By The Electric Fluid,3,1,1,1.0
Was Studded With Small Well-raised Nodules,31,1,1,1.0
"Was Sub-normal Until The First Day Of The Disease, But Was Then",148,1,1,1.0
Was Subjected To Careful Examination Daily,30,1,1,1.0
Was Submitted To,0,1,5,0.2
Was Submitted To,115,4,5,0.8
Was Subnormal Until The Morning Upon Which The Hæmatozoon Appeared,41,1,1,1.0
Was Successful As Usual,25,1,1,1.0
"Was Successful, Quite Up To The Average Of Former Ones",0,1,1,1.0
Was Successfully Employed For The First Time By Ivanow,24,1,1,1.0
Was Successfully Treated With,0,1,1,1.0
Was Successfully Treated With Hypodermic Injections,0,1,1,1.0
Was Successfully Tried In,1,1,1,1.0
Was Successfully Used In,119,1,1,1.0
Was Successfully Vaccinated Under Year Against,0,1,1,1.0
Was Suffering From Incurable Disease Of Testicles And Penis,0,1,1,1.0
Was Suffering From Melancholia And In A Weak And Emaciated Condition,4,1,1,1.0
Was Suffering From Partial Paralysis Of The Hind Extremities,0,1,1,1.0
Was Sufficient And Safe For Successfully Combating Infection With,53,1,1,1.0
Was Sufficient To Meet The Demand,0,1,1,1.0
"Was Sufficient, But Is Beginning To Run Short From, The Want Of",0,1,1,1.0
Was Sufficiently Prominent To Call For Particular Mention,0,1,1,1.0
Was Suggested That It Might Have Been,0,1,1,1.0
Was Supplied In Cases Which Could Not Be Brought To Hospitals,0,1,1,1.0
Was Suppressed By,0,1,1,1.0
Was Sweating A Little And Frequently Looked Round With An Anxious Expression,131,1,1,1.0
Was Systematically Enforced To Be Segregated,1,1,1,1.0
Was Taken Entirely Out Of The Hands Of The Patients,0,1,1,1.0
Was Taken For Determining The Presence Or Absence Of,0,1,1,1.0
Was Temporarily In Charge Of,0,1,1,1.0
Was Tender,10,1,1,1.0
Was That Of,5,1,1,1.0
Was The Best,65,1,1,1.0
Was The Best With That Typical Ghee Flavour About It,0,1,1,1.0
Was The Better,0,1,1,1.0
Was The Cause Of More Than The Usual Amount Of,0,1,1,1.0
Was The Cause Of Very Few Casualties,101,1,1,1.0
Was The Climate Generally During The Year,72,1,1,1.0
Was The Consequence Of,0,1,1,1.0
Was The Cost Of Each Successful Vaccination In This Division Against Pies,37,1,1,1.0
Was The Daughter Of,1,1,1,1.0
Was The Direct Cause Of,0,1,2,0.5
Was The Direct Cause Of,2,1,2,0.5
Was The Expenditure On Account Of Deputy Sanitary Commissioners Due To Reversion,0,1,1,1.0
Was The Form Of,15,1,1,1.0
Was The Head Clerk During The Year And Has Worked Satisfactorily,0,1,1,1.0
Was The Honorary Secretary To,25,1,1,1.0
Was The Most Active,0,1,1,1.0
Was The Most Important Part Of The Work,1,1,1,1.0
Was The Most Serious Disease Met With,18,1,1,1.0
Was The Only Means Of Saving His Life,28,1,1,1.0
Was The Only Old Lunatic Lost By Disease,9,1,1,1.0
Was The Only Representative Of The Professional Classes,33,1,1,1.0
Was The Only Type Issued For Routine Vaccination Throughout The Presidency,21,1,1,1.0
Was The Primary Cause Of Death,4,1,1,1.0
Was The Principal Factor With,3,1,1,1.0
Was The Principal Operator In,0,1,1,1.0
Was The Result Of,0,1,6,0.166667
Was The Result Of,2,5,6,0.833333
Was The Seat Of,54,1,1,1.0
Was The State Of,54,1,2,0.5
Was The State Of,72,1,2,0.5
Was The Supervising Officer,50,1,1,1.0
Was The Usual Standard Rate Employed,61,1,1,1.0
Was The Worst,65,1,1,1.0
Was The Worst Sufferer And Sustained The Heaviest Loss,181,1,1,1.0
Was Thoroughly Washed With Soap And Water And Finally With Distilled. Water,0,1,1,1.0
Was Thus Raised To,13,1,1,1.0
Was To Times More Than,42,1,1,1.0
Was Too Fat And Was Suffering From Œdema Of The Sheath,0,1,1,1.0
Was Too Small To Admit Of The Pans,11,1,1,1.0
Was Too Thick In The Stalk And Consequently Less Palatable To Stock,17,1,1,1.0
Was Traced To,0,2,3,0.666667
Was Traced To,18,1,3,0.333333
Was Transferred From Jhind,0,1,1,1.0
"Was Transferred On Expiry Of Sentence, To The Non-criminal Class",9,1,1,1.0
Was Transferred To The State Authorities,50,1,1,1.0
Was Treated By The Graduate,0,1,1,1.0
Was Treated In A New Ward At Bareilly,143,1,1,1.0
Was Trenched In,37,1,1,1.0
Was Tried,0,1,1,1.0
Was Tried On,21,1,1,1.0
Was Tried With Preparations Of Mercury Was Tried In Old Cases,0,1,1,1.0
Was Tried Without Success In The Treatment Of Animals Showing These Parasites,0,1,1,1.0
Was Troublesome,26,1,1,1.0
Was Twice As Fatal,0,1,1,1.0
Was Ultimately Responsible For,0,1,1,1.0
Was Unable To Stand And There Was Still Considerable Nausea,0,1,1,1.0
Was Unaffected,42,1,1,1.0
Was Under My Charge For The Whole Of The Year,103,1,1,1.0
Was Under Observation For,0,1,1,1.0
Was Undertaken In The Field,24,1,1,1.0
Was Undertaken On A Big Scale,7,1,1,1.0
Was Unduly Covered With Fat Especially At Its Apex,54,1,1,1.0
Was Unfortunately Carried Off By,0,1,1,1.0
Was Unheard Of,0,1,1,1.0
Was Universal,0,1,1,1.0
Was Unusually Great From June To October,32,1,1,1.0
Was Unusually Heavy,0,1,1,1.0
Was Unusually Light,19,7,7,1.0
Was Unusually Rare In ; Hence The People Had Not The Utility,0,1,1,1.0
Was Urgently Needed And Babu Govindram Singhonia Presented Rs. For The Purchase,156,1,1,1.0
Was Used Before Urea Stibamine,0,1,1,1.0
Was Used For Drawing,131,1,1,1.0
Was Used For The Immunisation Of Six Selected Bulls For Breeding Purposes,0,1,1,1.0
Was Used For Vaccination Purposes,0,3,3,1.0
Was Used Successfully,38,1,1,1.0
Was Used Whenever Possible,142,1,1,1.0
Was Usually Checked By,0,1,1,1.0
Was Usually Distended With Very Dark Green Bile,54,1,1,1.0
Was Usually Observed Two Or Three Days After The Thermal Reaction When,158,1,1,1.0
Was Vacant Throughout The Year,0,1,1,1.0
Was Vacant Throughout The Year For Want Of,0,1,1,1.0
Was Vacated On,1,1,1,1.0
Was Vaccinated In Places On Th October,0,1,1,1.0
Was Variable During The Earlier Months Of The Year,21,1,1,1.0
Was Very Attractive In Body And Colour And Was Quite Hard And,0,1,1,1.0
Was Very Backward From A Sanitary Point Of View,0,1,1,1.0
Was Very Fatal In All Parts Of The District For A Considerable,0,1,1,1.0
Was Very Heavy,0,1,1,1.0
Was Very Ill,31,1,1,1.0
Was Very Intense Even During The Windless Nights,32,1,1,1.0
Was Very Oedematous And Thickened And Showed An Extensive Haemorrhage On Its,54,1,1,1.0
Was Very Often Mistaken For,0,1,1,1.0
Was Very Popular And Was Very Generally Accepted,30,1,1,1.0
Was Very Prevalent Amongst The Civil Population,0,1,1,1.0
Was Very Prevalent And Fatal During The Month,0,1,1,1.0
Was Very Prevalent But Not Of A Very Fatal Type,43,1,1,1.0
Was Very Prevalent In A Sporadic Form,0,1,1,1.0
Was Very Prevalent In The Native Town During The Hot Season,0,1,1,1.0
"Was Very Prevalent, Especially About The Cooly Lines",0,1,1,1.0
Was Very Quiet,0,1,1,1.0
"Was Very Rapid And Diffuse, And Was Unattended By Any Gaseous Evolution",0,1,1,1.0
Was Very Similar To,0,1,1,1.0
Was Very Tender And Sore Over The Loins,10,2,2,1.0
Was Virulent For A Longer Period,38,1,1,1.0
Was Visible When The Search-parties Were At Work,0,1,1,1.0
Was Visited By His Excellency The Governor Who Kindly Gave A Grant,0,1,1,1.0
Was Visited By The Hon Ble Minister In Charge Of The Veterinary,0,2,2,1.0
Was Visited Once By His Excellency The Governor And Once By The,0,1,1,1.0
Was Visited Once By The Inspector-general Of Prisons And Once By Me,0,1,1,1.0
Was Visited Twice In Each Of The Years And And Once In,0,1,1,1.0
Was Weighed And The Grease Weight Of The Individual Fleece Was Recorded,27,1,1,1.0
Was Well Complemented By,6,1,1,1.0
Was Well Marked,124,1,1,1.0
Was Widely Distributed,114,1,1,1.0
Was Widely Prevalent In The Sattara Collectorate During The Fore Part And,0,1,1,1.0
Was Widespread In,1,1,1,1.0
Was Worst,1,2,2,1.0
Was Γγ (minimum ; Maximum,16,1,1,1.0
Washed Along With,0,1,1,1.0
Washed In A Weak Phenyle Solution,71,1,1,1.0
Washed Off,0,1,1,1.0
Washed The Walls And Flooring With A Solution Of,1,1,1,1.0
Washed To Remove,0,1,1,1.0
Washed With Phenyle Solution,71,1,1,1.0
Wasserman Reaction Was Positive,89,1,1,1.0
Watched And Reported By,1,1,1,1.0
Watched By Special Police Force,12,1,1,1.0
Watched In All Places Where It Can Be A Useful Guide,4,1,1,1.0
Watched With Great Care,5,1,1,1.0
Watching For,0,1,1,1.0
Water Is Allowed To Flow From The Vicinity Of The Huts Through,5,1,1,1.0
Water Washing Of The Straws Was Carried Out,0,1,1,1.0
Weak And Imperceptible,99,1,1,1.0
"Weak, Very Dull And Comatose",0,1,1,1.0
Weaken The Brain And May Lead To Crime,2,1,1,1.0
"Weaken The Brain, Causes Melancholia, Loss Of Virility And Impotency",14,1,1,1.0
Weaken The Constitution,0,1,1,1.0
Weakens The Animal At Every Relapse And Finally Proves Fatal,117,1,1,1.0
Weakens The Body And The Mind,2,1,1,1.0
Weakens The Brain To Some Extent,0,1,1,1.0
Weakens The Constitution If Proper Food Is Not Taken,2,1,1,1.0
Weakens The Intellect,2,1,1,1.0
Weakens The Physique,2,1,1,1.0
Weakly Developed,0,1,1,1.0
Weakness Is More Marked In,10,1,1,1.0
Weaned At,0,1,1,1.0
Wear,5,2,6,0.333333
Wear,17,1,6,0.166667
Wear,27,1,6,0.166667
Wear,33,2,6,0.333333
Wear Cloth Tunics And Drill Knickerbockers With Cashmere Puttees,11,1,1,1.0
Wear Sandals On March,4,1,1,1.0
Weather When It Involves Extraordinary Risk,1,1,1,1.0
Weather_condition,0,1,1,1.0
Weaving,0,1,1,1.0
"Weaving, And Other Were Spinning Thread",17,1,1,1.0
Weekly Nominal Roll Of Lady Nurses On The Strength Of The British,144,1,1,1.0
Weigh Lbs. Ozs,31,1,1,1.0
Weighed Lbs. Oz,0,1,1,1.0
Weighed Lbs.; On Section Was Hard,0,1,1,1.0
Weighed Ounces,0,1,1,1.0
Weighing Lbs Ozs,0,1,1,1.0
Weighs Lbs. Ozs,54,2,2,1.0
Weight February Th,140,2,2,1.0
Weight July Th,140,1,1,1.0
Weight June Th,140,1,1,1.0
Weight March Th,140,2,2,1.0
Weight Of Moist Fæces Excreted Is Considerably Smaller Than When,0,1,1,1.0
Weight On November St,140,1,1,1.0
Weight On Th March,57,1,1,1.0
Weighted Inside With,71,1,1,1.0
Weights On Discharge,140,1,1,1.0
Well Attended To,5,1,1,1.0
Well Below The,31,1,1,1.0
"Well Carried Out, And Coal-tar Freely Used During The Year",5,1,1,1.0
Well Equipped In Every Respect And Complete Arrangements Were Made For Treatment,1,1,1,1.0
Well Established And Regular But Smaller Than Normal,148,1,1,1.0
"Well Formed And Fully Developed, With Their Natural And Full Power",10,1,1,1.0
"Well Formed, The Former Arched (not Flat",10,1,1,1.0
Well Marked,10,1,1,1.0
Well Mixed With Quicklime,1,1,1,1.0
Well On The Bank Of Kalyani River To The East Of Head,53,1,1,1.0
Well On The Bank Of Kalyani River To The West Of Head,53,1,1,1.0
Well Rammed,11,1,1,1.0
Well Retracted From The Sides Of The Capsule And Non-adherent,16,1,1,1.0
Well Suited For,43,1,1,1.0
Well Understood By The People,1,1,1,1.0
Well-known,71,1,1,1.0
Well-marked Lesions Found In Feeding Infected Rats,30,1,1,1.0
Well-nourished,132,1,1,1.0
Went Blind,71,1,1,1.0
Went Broody On One Occasion,0,1,1,1.0
Went Broody On One Occasion And .per Cent Went Broody Twice,0,1,1,1.0
Went Into The Ramsay Hospital At Naini Tal,52,1,1,1.0
Went Mad,20,1,1,1.0
Went On,0,1,2,0.5
Went On,62,1,2,0.5
Went On Detachment Duty To,28,2,2,1.0
Went On Furlough,66,1,1,1.0
Went On Unaltered For,117,1,1,1.0
Went Through A Course Of Equitation,0,1,1,1.0
Went Through The Course Of,25,4,4,1.0
Went To Help In Nursing At,144,1,1,1.0
Went Up For The Intermediate Examination,159,1,1,1.0
Went Up For The Primary Examination,159,1,1,1.0
Went Up To,41,1,2,0.5
